text,pos,neg
hi i just booked a flight but need to add baggage,0.0,0.0
your airline is awesome but your lax loft needs to step up its game 40 for dirty tables and floors httptcohy0vrfhjht,0.0,1.0
not worried,1.0,0.0
awesome i flew yall sat morning any way we can correct my bill,1.0,0.0
or watch some of the best student films in the country at 35,0.0,0.0
first time flying you all do you have a different ratepolicy for media bags thanks,0.0,0.0
what is going on with customer service is there anyway to speak to a human asap thank you,0.0,1.0
what happened to doom,0.0,0.0
why cant you supp the biz traveler like   and have customer service like  neverflyvirginforbusiness,0.0,1.0
ive applied more then once to be a member of the inflight crew teamim 100 interested flightattendant dreampath g,1.0,0.0
youre the best whenever i begrudgingly use any other airline im delayed and late flight,0.0,1.0
i have no interesting flying with you after this i will cancelled flight my next four flights i plannedneverflyvirginforbusiness,0.0,1.0
it was a disappointing experience which will be shared with every business traveler i meet neverflyvirgin,0.0,1.0
im having trouble adding this flight my wife booked to my elevate account help httptcopx8hqoks3r,0.0,1.0
cant bring up my reservation online using flight booking problems code,0.0,0.0
random q whats the distribution of elevate avatars i bet that kitty has a disproportionate share httptcoaptzpurop4,0.0,0.0
i lt3 flying va but life happens and i am trying to change my trip jperhi  can you helpva home page will not let me,0.0,0.0
why is the site down  when will it be back up,0.0,1.0
you down with rnp yeah you know me,0.0,0.0
hi,0.0,0.0
i like the tv and interesting video  just disappointed in cancelled flightled flight when other flights went out to jfk on saturday,0.0,1.0
just landed in lax,0.0,1.0
why is flight 345 redirected,0.0,0.0
is it me,0.0,1.0
i cant check in or add a bag your website isnt working ive tried both desktop and mobile httptcoavyqdmpi1y,0.0,1.0
let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin uncomfortable,0.0,1.0
what is your phone number i cant find who to call about a flight reservation,0.0,1.0
is anyone doing anything there today  website is useless and no one is answering the phone,0.0,1.0
trying to add my boy prince to my ressie sf this thursday  from lax httptcogsb2j3c4gm,0.0,0.0
why must a traveler miss a flight to late flight check a bag  i missed my morning appointments and you lost my business sfo2lax,0.0,1.0
check out new music httptcomarcnocwzn,0.0,0.0
hows a direct flight fllgtsfo have unexpected layover in vegas 4 fuel yet peeps next to me bought for vegas flight sneaky,0.0,1.0
your no late flight bag check just lost you my business i missed flight and am apt three other people on flight had same exp,0.0,1.0
amazing customer  service,1.0,0.0
called your service line and was hung up on this is awesome sarcasm,0.0,1.0
your site is tripping im trying to check in and im getting the plain text version i am reluctant to enter any card info,0.0,1.0
i was scheduled for sfo 2 dal flight 714 today changed to 24th due weather looks like flight still on,0.0,0.0
has getaway deals through may,1.0,0.0
has getaway deals through may,0.0,0.0
have a great week,1.0,0.0
come back to phl already we need you to take us out of this horrible cold pleasecomeback httptcoglxfwp6nqh,1.0,0.0
should i be concerned that i am about to fly on a plane that needs to be delayed due to a tech stop,0.0,1.0
is the best airline i have flown oneasy to change your reservation,1.0,0.0
and again another rep kicked butt naelah represents your team so beautifully thank you,1.0,0.0
your beautiful frontend design is down right now but it was cool to still book my ticket bc all your backend was secure,1.0,0.0
love the team running gate e9 at las tonight waited for a delayed flight,1.0,0.0
use another browser 2015 amp a brand with a reputation built on tech response doesnt have a crossbrowser compatible website,0.0,1.0
and now the flight flight booking problems site is totally down folks,0.0,1.0
i like the customer service but a 40 min delay just for connecting passengers seems too long va370,0.0,1.0
thanks to your outstanding nycjfk crew who moved mountains to get me home to san francisco tonight,1.0,0.0
you have the absolute best team and customer service ever  every time i fly with you im delighted  thank you,1.0,0.0
do you provide complimentary upgrades to first class,0.0,0.0
i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone im calling intern help,0.0,1.0
completely awesome experience last month boslas nonstop thanks for such an awesome flight and depart time vabeatsjblue,1.0,0.0
how can i watch the oscars2015 on my jfkgtsfo flight,0.0,0.0
is flight 882 cancelled flightled and what do i do if it is,0.0,0.0
you are failing your customers because your check in process does not link to tsa precheck,0.0,1.0
us too terrible airline just gave us a hotel hotline number and said sorry,0.0,1.0
has flight number 276 from sfo to cabo san lucas arrived yet,0.0,0.0
your assistance yesterday when u cancelled flightled our flight was to give us a hotel hotline  shame on you,0.0,1.0
another delayed flight likingyoulessandless,0.0,1.0
i need to register a service dog for a first class ticket from sfo gt dulles the phone queue is an hour or longer pls advise,0.0,1.0
you rock for making it so i can watch oscars on my flight redcarpet oscars oscars2015,1.0,0.0
always xoxo,1.0,0.0
why cant we book seats on your flights when we buy them or even during check in creates so much anxiety frustrated,0.0,1.0
youd think paying an extra 100 bucks rt for luggage might afford you hiring an extra hand at  lame,0.0,1.0
best customer service rep in the world irmafromdallas takes the cake,1.0,0.0
can you find us a flt out of lax that is sooner than midnight on monday that would be great customer service,0.0,0.0
please provide status for flight 769  i cant imagine its on time as the web indicates  dude to weather here andor dallas,0.0,1.0
you have amazing staff amp super helpful as i just ran the  princesshalf they have spoiled me with comfort,1.0,0.0
i paid the premium to fly you across the country,0.0,1.0
question is it not possible to book a seat for an infant under 2 its not giving me the option but we want a seat for him,0.0,1.0
always have it together youre welcome rt   youre so welcome,1.0,0.0
flight home to dc sunset globe in backtowinter back to work refreshed httptcovx9vbctdlf,1.0,0.0
i dont understand why you need a dm to give me an answer on if you have a damaged luggage policy,0.0,1.0
does that mean you dont have a policy for destroyed luggage,0.0,1.0
is there special assistance if i travel alone w2 kids and 1 infant priority boarding,0.0,0.0
thank you for checking in tickets are purchased and customer is happy,1.0,0.0
is your website ever coming back online,0.0,0.0
is flight 713 from love field to sfo definitely cancelled flightled for monday,0.0,0.0
is flight 0769 out of lga to dfw on time,0.0,0.0
my drivers license is expired by a little over a month can i fly friday morning using my expired license,0.0,0.0
having problems flight booking problems on the web site keeps giving me an error and to contact by phone  phone is 30 minute wait,0.0,1.0
how do i reschedule my cancelled flightled flights online the change button is greyed out,0.0,1.0
i rang,0.0,1.0
got a flight we were told for 450 today,0.0,1.0
our flight into lga was cancelled flighted were stuck in dallas i called to reschedule,0.0,1.0
why dont any of the pairings include red wine only white is offered  redwineisbetter,0.0,1.0
is the website down,0.0,1.0
your site seems a little wonked right now may want to have a look tried on two browsers no css httptco8qsqmm7kf2,0.0,1.0
im disappointed that the agent at the designated silver status check in line  closed to assist all pasengers,0.0,1.0
plans to include austin to its dallas route  topnews arab emirates httptcoaqzwecokk2,0.0,0.0
is it normal to receive no reply from central baggage baggageissues smh,0.0,1.0
at logan airport and waiting to checkin for my 9am flight checkin desk not open  why,0.0,1.0
to jump into the dallasaustin market   httptcoewwgi97gdx,0.0,0.0
beats eps views,0.0,0.0
lister to my show my on monday 1230 130,0.0,0.0
to begin dallasaustin flights in april  889 ketr httptcossuvwwkyhh,0.0,0.0
congrats,0.0,1.0
i applied over 2 weeks ago havent heard back and im flying this week disappointed,0.0,1.0
id love to know what your policy is for damaged luggage,0.0,0.0
thank you for the follow,1.0,0.0
too many apologies you r the worse airlines dont even respond to your cudtomers,0.0,1.0
shame on va for making people spend money in stranded cities when other airlines are landing at jfk who will reimburse me,0.0,1.0
i dm you,0.0,0.0
can you please have flights in  sjc  i have no choice but to fly southwest to vegas,0.0,0.0
too bad you say it takes 10 to 14 days via your confirmation email when i inquired after 3 weeks you claim 6 to 8 weeks,0.0,1.0
flight from bos gt las tomorrow was cancelled flightled no notification wait times are 1 hour will you rebook on another airline,0.0,1.0
rt  youve met your match got status on another airline upgrade restr httptcorhkamx9vf5 httptcopyalebgkjt,1.0,0.0
only way to fly elevate gold,1.0,0.0
if only you guys had flights from cmh,0.0,0.0
a lot of apologies being thrown out to customers from what i can seevery sad thanks for nothing worst airline ever,0.0,1.0
for all my flight stuff wrong and did nothing about it had worst flight ever,0.0,1.0
having an issue finding a missing item on a plane can you help me find which airport my plane headed to next,0.0,0.0
you will match my americanairlines status cool,1.0,0.0
met your matchgot status on another airline upgrade  httptcoh952rdktqy,0.0,0.0
trying to book a flight with you guys and your website wont let me about to lose my business,0.0,1.0
you suck,0.0,1.0
just dmd same issue persisting,0.0,1.0
because we never recd cancelled flightlation notice we were left w no options to fly out of ps driving to la for a red eye mon w kids,0.0,1.0
trying to book a flight amp your site is down,0.0,1.0
you have any flights flying into boston tomorrow i need to be home and you cancelled flightled my flight and didnt do anything,0.0,1.0
you stink flight cancelled flighted from psp to jfk and no notification or ability to rebook disappointed  expected better,0.0,1.0
i love your guys song were dancing to it for our high school dance revue,1.0,0.0
your website is down and im trying to check in,0.0,1.0
done thank you for the quick response,1.0,0.0
nervous about my flight from dc to lax getting cancelled flightled tomorrow just sent you a dm to help me,0.0,0.0
cool picture of another virginamerica plane off our wing what a site httptco5b2agfd8c4,1.0,0.0
keep up the great work,1.0,0.0
my goodness your people  field are amazing under pressure from texas beatstheothers in crisis please fly me to ny,1.0,0.0
thanks for a great flight from la to boston pilots did a great job landing in the snow can we go back to la now seriously,1.0,0.0
can you please get me to the new york area before monday afternoon,0.0,0.0
thanks so much for the awesome support,1.0,0.0
seats in row 8 dont recline should mention that on your website soreback,0.0,1.0
flight 404 delayed 2 hours in la due to mechanical problems handle like pros but you could have tossed us a free drink,0.0,1.0
why cancelled flight flights today no precipitation to be scared of,0.0,1.0
twitter team you guys killed it for rescheduling me asap thank you,1.0,0.0
you guys charged me 100 to reschedule a flight that was then cancelled flighted and are now refusing to refund it whats the deal,0.0,1.0
cant access your website from safari on iphone 6 seems to work on mac and ipad need iphone to add passbook,0.0,1.0
on ipad and iphone,0.0,0.0
your mobile site is broken,0.0,1.0
i was really looking forward to my flight can you let me know when it will be rescheduled diehardvirgin,0.0,1.0
why cancelled flight flight vx413 one sec its delayed,0.0,1.0
i did it but there was a problem in the link from the email for checkin thanks,0.0,1.0
had to change to another airline to get to dc today  why is  able to land in dc but not you cost me 800 ugh,0.0,1.0
i was so looking forward to my first flight with you today but it was cancelled flightled along with the subsequent one,0.0,1.0
when are you putting some great deals from pdx to las or from las to pdx show me your love httptcoeniqg0buzj,1.0,0.0
wish i can afford to fly with you next friday  going back home love everything  about your airline,1.0,0.0
how are you gonna have a deal from dallas to dc but no deal from dc to dallas sad,0.0,1.0
its just a bug report,0.0,0.0
hold times at call center are a bit much,0.0,1.0
like httptcovpqem31xuq,1.0,0.0
site down help,0.0,1.0
you have the best flight attendant ever httptcopxdel1nq3l,1.0,0.0
awesome rt  watch nominated films at 35,1.0,0.0
thanks so much,1.0,0.0
trying to reset my password,0.0,1.0
very nicely done,1.0,0.0
im looking forward to watching the oscars on my flight home tomorrow i might even get something bubbly to drink,1.0,0.0
what is the reason  for the delay of the departure of vx 413 from jfk this afternoon,0.0,1.0
is todays flight from palm springs,0.0,1.0
hahaha  you guys are amazing i love you guys,1.0,0.0
sounds like fun,1.0,0.0
any updates on flight 413 from jfk gt lax,0.0,0.0
spruce moose,0.0,0.0
the css on your site is a 404 right now,0.0,1.0
were on flight 910 vegas to boston today,0.0,1.0
classiq,1.0,0.0
thanks for your great customer service today amp for helping me get all my travel sorted out,1.0,0.0
thanks guys sweet route over the rockies airplanemodewason,1.0,0.0
love the 90s music blasting at gate in boston while waiting for flight to sanfrancisco only if i could get an iced coffee,1.0,0.0
the passenger in 7d,0.0,1.0
current bug on website shows select departure city when selecting destination city httptcosllyibe2vq,0.0,1.0
luggage was severely dentedmissing wheel coming off baggage claim in san luggage agent miranda i think wasnt any help,0.0,1.0
thank you for the easy itinerary shift for impending weather quick,1.0,0.0
if youd love to see more girls be inspired to become pilots,0.0,0.0
thanks good times there and back vodkatonics the entire flightsfo,1.0,0.0
beats expectations,0.0,0.0
any plans to start flying direct from dal to las,0.0,0.0
big lovegratitudempower w httptco1agr9kncpf werin oscars2105 vipswagbags avalonhollywood httptcoybmbgs0dhn,0.0,0.0
requested window seat and confirmed window but got stuck in middle seat not a good way to treat silver member,0.0,1.0
grand budapest hotel oscarscountdown,0.0,0.0
this is what you missed  next trip to the 407,0.0,0.0
wtf i paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience,0.0,1.0
there is something wrong with you website in safari iphone,0.0,1.0
thanks for gate checking my baggage on your full flight dfwlax 883 and giving me early boarding too sweet,1.0,0.0
already checked in so the page expired x,0.0,1.0
boo for a not refunding a seat upgrade fee i did not want to buy in the first place,0.0,1.0
shares rise on q4 financial results  usa today httptcolfs4pefe6y,0.0,0.0
adds pillows instead of lieflat seats in first class arms race httptcorgywjbbhm4,0.0,0.0
i see what you did there,1.0,0.0
way to take advantage of mayweatherpacquiao,0.0,0.0
you know im flying virgin for the fight mayweatherpacquiao,0.0,0.0
your inflight team makes the experience amazing,1.0,0.0
cutest salt and pepper shaker ever just when i think you guys cant get any better you just do httptcovc6keulg2j,1.0,0.0
moved my seat with no notice better seat is cabin select not behind the row i selected disappointed,0.0,1.0
shares up on 4q results   httptcoxz6qeg3nef,0.0,0.0
fav airline,1.0,0.0
we have a hot female pilot sweet dca to sfo,1.0,0.0
when are you guys going to start flying to paris   youre welcome,0.0,0.0
what is your policy on flying after surgery  i am still waiting for answer so i can tell me doctor,0.0,0.0
already contacted central baggage amp sent dm  is charging me for the dress that was in the lost suitcase help,0.0,1.0
thank you,1.0,0.0
is there anything going on with the website ive been getting a lot of errors past 30 minutes,0.0,1.0
i think i left something on the plane yesterday who do i callah,0.0,0.0
i need you to follow back in order to dm,0.0,0.0
need to start flying to,0.0,0.0
they told to check with the airline regulation first so that is why i contacted you,0.0,0.0
i have just checked in flight to sfo from lax amp been told as atlantic flying club gold i get no benefits,0.0,1.0
husband and i ordered three drinks via my screen and they never came awesome,0.0,1.0
soooo are you guys going to leave the seatbelt light on all flight you can barely call this turbulence,0.0,1.0
what is your policy on flying after surgery,0.0,0.0
posts second consecutive fullyear net profit   httptcotvb5zbzvhg,0.0,0.0
funny story,0.0,1.0
would love to do more for virgin just like i do for,1.0,0.0
results handily exceed forecasts   httptcogonmrwem6i,0.0,0.0
i applied for a position in,0.0,0.0
achieves a second year of profitability despite revenue pressure    httptcozsuztnaijq,0.0,0.0
gives positive outlook,0.0,0.0
im trying to check into my 1050am ct flight tmm on the desktop website and its not working some sort of caching bug sos,0.0,1.0
weather delays gt next few weeks  jfk bos dca,0.0,0.0
check the website before you go to the airport,0.0,0.0
do you guys know your checkin links from emails are broken httptco2npxb6obmr,0.0,1.0
pilot says we expect a choppy landing in nyc due to some gusty winds wa temperature of about 5 degrees amp wthe windchill 8,0.0,0.0
loved it cant wait for mondays return flight mostly just to watch the inflight safety video again sorrynotsorry,1.0,0.0
lost my luggage 4 days ago on flight vx 112 from lax to iad amp im calling every day,0.0,1.0
the flight booking problems section of your website seems to be broken on chrome might wanna look into that,0.0,1.0
hi just wanted to see if you have any new routes planned this year for newark love flying you guys and hope to do so more,1.0,0.0
i mean probably inappropriate while on board but,1.0,0.0
happy to spend the day together lets do this,1.0,0.0
is saving my sanity right now httptcoeltboljul9,0.0,0.0
missed my flight how does standby work,0.0,0.0
they were very understanding and helped me out  thx comps,1.0,0.0
brought it all the way across the country today i see httptcotkauygcpms,0.0,0.0
thank you i absolutely will,1.0,0.0
looks like a broken link for your assets httpstcooardjjgrrd,0.0,1.0
are you ready lets say it together noooo turbulence today,0.0,0.0
the manage itinerary section of your website seems to be broken for me httpstco2pujvcelng,0.0,1.0
cant check in,0.0,1.0
can u help this   needs urgent treatment in2y old battling cancer could u help with flights freyasfund,0.0,0.0
may start service to hawaii from sanfrancisco this year httptcoypo7nyprzl biztravel,0.0,0.0
other carriers are less than half price for a round trip fare i am stunned httptcoukdjjijrow,0.0,1.0
wtf is happening in pdx late flight march such that one way from sfo is 550,0.0,1.0
add dtw and im sold,0.0,0.0
how about some free drinks on the flight back for the free promo,1.0,0.0
momma i made it,0.0,0.0
please contact me about portfolio left on flight vx 27 from jfk to sfo tonite seat 7am need it returned call 9143290185,0.0,0.0
help i was on  flight  27 from jkf tonight seat 7c left portfolio need it back,0.0,0.0
seattle bound wifey got me the duffle for vday shes a keeper holla httptcojloiblnair,0.0,0.0
my luggage is gone ive filed my paperwork,0.0,1.0
debbie baldwin gave a rockstar performance of the safety demo this evening on vx919 las2sfo bestcrew sherocks,0.0,0.0
thanks for taking care of  on her flight rockstars travel,1.0,0.0
thanks for the lovely soft views travel san to sfo httptcocnctl7g1ef,1.0,0.0
i requested a mileage challenge for status several weeks ago online but havent heard back how do i get help with this,0.0,1.0
just trying to book tickets to nyc and facing super fun broken styling dont worry,0.0,1.0
many thanks for the follow,0.0,0.0
nice,0.0,0.0
applied for status match on feb 1 got confirmation email same day still no news though you guys have dropped ball late flightly,0.0,1.0
is my new go to airline,0.0,0.0
i adore you,1.0,0.0
i was so glad it was mentioned i took my first virgin flight a few years back and it was a transformative experience,1.0,0.0
flight booking problems flight to uphold my status match  do taxes on ticket count as earned status points  statusmatch virginamerica,0.0,0.0
trying to checkinbut looks like your site is down,0.0,1.0
spending my birthday night with you,0.0,1.0
sent a couple messages to the email you provided but to no avail will try again next year cheers,0.0,1.0
first time flying virgin,1.0,0.0
seriously,0.0,1.0
its fine already done with my purchase but you should try it just go most of the way through then go back 3,0.0,1.0
not really the experience i was hoping 4,0.0,1.0
to jump into the dallas austin market httptcoszr0pioa21,0.0,0.0
i spoke with a representative that offered no solution,0.0,1.0
i am deeply disappointed that your birthday promo was not applied to a trip i booked mere days before i received the email,0.0,1.0
what happened to direct flights from sfofll looking in may,0.0,1.0
can you help left my blazer in kooples jacket bag at 3rd row second seat from right gate 36 t3 lax flight to sfo,0.0,0.0
partners with  checkout as mobile payment method to help boost mobile conversion rates etailwest payments visa,0.0,0.0
just promoting the product is all,1.0,0.0
love you guys,1.0,0.0
i would like help with some flights please,0.0,0.0
bruh   turn down for what vxsafetydance,0.0,0.0
of course i work for  and im obsessed with the entire virgin family,1.0,0.0
ok first time flying with you tonight,1.0,0.0
digging the swanky pink mood lighting during the flight from nyc to sfo  just needs a cabaret singer  think about it,0.0,0.0
done,0.0,0.0
i have 2d and 3d embossed badges and patches superior to the ones you are currently using,0.0,1.0
on vx399 from jfk to la  dirty plane  not up to your standards,0.0,1.0
on flight vx399 headed to la from jfk  dirtiest va plane i have ever been on sad for a great airline,0.0,1.0
got it squared away someone picked up as soon as i tweeted should have tweeted sooner,1.0,0.0
your avis rental continue button doesnt work on your website to book car tried 4 times on phone  this sucks,0.0,1.0
delayed to1030,0.0,1.0
currently in minute 10 of being on hold with cust service do i need to do anything to add a lap child to my reservation,0.0,1.0
adds pillows instead of lieflat seats in first class arms race,0.0,0.0
of course have fun celebrating thanks happy chinese new year,1.0,0.0
flight booking problems last second flight for next week from sfo to san any chance you want to gift me a promo code since i love you guys,1.0,0.0
comenity bank is a joke  please change  nothing but constant problems with this bank,0.0,1.0
i just did,0.0,0.0
for my grandma ellas 80th,1.0,0.0
just bought tix for atx  dallas route  thanks for adding that love yr airline amp yr website is best transactional site ever,1.0,0.0
anytime,0.0,0.0
gave a credit for my late flight flight yesterday great service  thats a wow moment unexpected gesture,1.0,0.0
i need a receipt for a flight change can you send one,0.0,0.0
had me at their safety video    httptcocqmm7nue9m  loved my first cross country flight livewelltraveled sytycd,1.0,0.0
that doesnt look to fat to me it looks yummy,1.0,0.0
ceo says southwest amp jetblue have strayed from low cost model,0.0,0.0
a brilliant brisk am in boston in cue for vx363 httptcormznivgmg6,0.0,0.0
atlantic ploughs a lone furrow in the middleeast httptcofvudmh27pf,0.0,0.0
atlantic ploughs a lone furrow in the middleeast httptcodcobokn7ee,0.0,0.0
atlantic ploughs a lone furrow in the middleeast httptcovw4p4t4tlh,0.0,0.0
omg omg nonstop dallas to austin on virgin,1.0,0.0
your planes are really pretty just thought u should know that,1.0,0.0
when are you flying to hawaii,0.0,0.0
im pulling my hair out trying to book a flight with u your site doesnt work on iphone or ipaddont have a computer help,0.0,1.0
can i get some help with a support ticket its been 15 days incident 150202000419 thank you,0.0,1.0
good to be home texas moodlighting httptcon3bvzty3zi,1.0,0.0
i cannot even open my laptop in seat 4c and i paid a premium for this   let me out of here,0.0,1.0
i am in seat 4c and i cannot even open my laptop and i paid extra for this seat,0.0,1.0
if only you guys were starting those flights at the end of the month guess im still road tripping on feb 27,0.0,0.0
thanks for that been needing a way to make those austin trips from dca,1.0,0.0
announced new route to austin wfares from 39way,0.0,0.0
really sprint i thought you guys were kewl 00,0.0,0.0
this is too cool  never been on ur planes but now i will,1.0,0.0
you should have 39 dollar laxlas fares,0.0,0.0
great well deserved,1.0,0.0
fyi the info email address you say to contact in password reset emails doesnt exist emails bounce,0.0,1.0
status match  2 weeks have gone by and no newsflt next week  hope flt will count towards requirement  cust svc no help,0.0,1.0
your website sucks donkey dicks just thought you should know all best,0.0,1.0
you should still develop an app  then you will be my favorite airline,0.0,0.0
all crap channels which is why i pay to watch uk tv,0.0,1.0
got it all set  thanks,1.0,0.0
no as channel this year,0.0,0.0
only thing i see on passbook is virgin mobile mexico how do i integrate,0.0,0.0
giants and virgin america a match made in heaven,1.0,0.0
thank goodness also,1.0,0.0
how come you dont have an iphone app still using and making me waste paper,0.0,1.0
your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname apostrophefail,0.0,1.0
when will vx use all 6 lga slots instead of 4 today adding aus makes this less likely,0.0,1.0
is helping me step up my  game tindertips tinderchamp httptcojbmvvha63a,0.0,0.0
i luv ur people and product 1 thing is y do u charge for herbal tea but not black tea im not a caffeine drinker,1.0,0.0
thank you see yall soon im excited to see the expansion of destinations spread those wings,1.0,0.0
announces new nonstop connecting  amp,0.0,0.0
adds austindallas love field route httptcoxwjol55flh httptcoy8aormfkac,0.0,0.0
sad to learn you no longer fly sfo gt phl hope it returns,0.0,1.0
can you tweet me the cancelled flightchng fee for a flight or can i rebook under one of your affiliates if so,0.0,0.0
has the most incredible customer service ive ever experienced so refreshing,1.0,0.0
now,0.0,0.0
omg finally,1.0,0.0
to start 5xweekly a319 flights from to dallas  austin on 28apr avgeek,0.0,0.0
nice to see you expanding in texas but dont forget about us here in sandiego i would love to see more flights out of here,0.0,0.0
kinda sucked my earphone jack didnt work on my flight they may want to look into that for future passengers,0.0,1.0
very poor experience first computer problem now seat malfunction stuck missing meeting in san diego,0.0,1.0
to battle  on  route,0.0,0.0
thankyou the dalaus route makes my day,1.0,0.0
awesome deals dalaus for only 39 each way httpstcoxcvqxykg49,1.0,0.0
i miss the nerdbird in san jose,0.0,0.0
love it,1.0,0.0
is flying from love to austin now that is most excellent news,1.0,0.0
can we make every vx plane with nerdbird why should austin be the only one getting nerd love,0.0,0.0
please add more frequency to pdx portland,0.0,0.0
congrats vx on the new route,1.0,0.0
i tried that you offered to charge me an additional 1k for a new ticket or be stranded until thurs 1st time,0.0,1.0
can u help with flights to get a 2y old battling cancer who needs treatment in,0.0,0.0
never had a bad experience before,0.0,1.0
had to spend 5 hours worrying that items in carryon would be brokenstolen since i couldnt carry them on plane or lock bag,0.0,1.0
all of group e was told there was no more room in the bins when i got on the plane,0.0,1.0
thanks for making my flight from lax to jfk a nightmare by forcing me to check my carry on bag at the gate 1,0.0,1.0
i have lots of flights to book and your site it not working ive been on the phone waiting for over 10 minutes,0.0,1.0
i am all about the in flight artisanal cheese and wine pairing,1.0,0.0
does virgin america fly direct from seattle to nyc or boston,0.0,0.0
thats classy,1.0,0.0
im sure a lot of your 747 and 777 jfklhr flights go a lot faster than 513mph with a strong tailwind,1.0,0.0
now its just tminus 32 minutes until my elevate a silver upgrade window opens  freeneversucks,1.0,0.0
save some for 871 tomorrow am,0.0,0.0
why is it taking 12 years to fly home to dallas get your shit together,0.0,1.0
club virgin is bumping in new york httptcohaqc7gdg7c,0.0,0.0
would have been a rough trip but luckily we were on a virginamerica flight weather,1.0,0.0
is that thestarter,0.0,0.0
please come to minneapolis st paul,0.0,0.0
