text,pos,neg
if you are curious you can try it free before you buy it  fullfastcom or buy it   or,0.0,1.0
latest buzz for  httpschmp0deygu  rt  getting checked out in walgreens classy lol,0.0,1.0
thank you  pharmacist for the free consultation on the over the counter meds i can take for my head cold,0.0,1.0
renpure organics shampoo 199  free httpfbme10lelw71j,0.0,1.0
now is the time to get a weather radio  try this one  midland all hazards weather alert radio httptcodtjxpb6 via,0.0,1.0
feel better i once waited 45 for an inhaler  is horrible at timely service i switched to  way better,1.0,0.0
thanks  for free magazine subscription with purchase of hubbys heartburn med,0.0,1.0
what is this all about do you know about my walk across america for charity wwwsteptoofarcom ibackbeebs  httptcopjt1xq8,0.0,1.0
getting ready for a 14 hour day  gonna be a great one,0.0,1.0
why does picking updropping off a prescription take a minimum of 30 mins most frustrating experience ever,0.0,1.0
i definitely just scored some free essie nail polish  using coupons,0.0,1.0
more twitter buzz for  httpschmp0spxbn  rt  wish there was a walgreens right where i get off the train nee,0.0,1.0
20 off contact lens orders amp free shipping   httpdldbzyqfz,0.0,1.0
no matter how long i am away the empoyees at the epping nh  still remember my name classic customer service,0.0,1.0
walk with walgreens  and get a free meditation when you sign up httphtly4joms,0.0,1.0
spotted 6  disaster relief vehicles on the road here in birmingham thanks and kudos to the company for their firsthand help,0.0,1.0
will chitown  get makeovers like this httptcoyov8s6x,0.0,1.0
mentioned again httpschmp0uqxs  rt  omg the most beautiful woman just left walgreens inlove,0.0,1.0
terrific online instant photo printing from fb acct amazingly by  cant wait to see if the kids dig flat stanleys adventures,0.0,1.0
please  watch amp donate httpbitlyfqgsq1 follow  support his humanitarian efforts thanks,0.0,1.0
good job  on using the alabama tornados as a marketing ploy im sure saving on insurance will really comfort those affected smh,0.0,1.0
maybe it would be best if you have a heart to heart with  i an sure they will help you in best way possible,0.0,1.0
i wonder if  wants to hand out disney books to children who are victims of natural disasters,0.0,1.0
i really like your work is awesome they are so excellent please follow me many greetings and hugs from indonesia xoxo,0.0,1.0
hey  good hands huh then why have i been on hold for 2 hours just curious,1.0,0.0
i really need to talk to the higher ups and get  to support you cause we put you in good hands,0.0,1.0
contact branae for relief effort assistance at 8004671810 or 2566171409 2564671810,0.0,1.0
just talked to someone  who im pretty sure was a robot notsatisfied,0.0,0.0
what  did with their new quotteddy bear commercialquot was a total dirtification of true free noble capitalism,0.0,1.0
considering what those folks have to go through and now they are a commercial this is not insurance this is insult,0.0,1.0
rt  love the picture rt  not only im advertising  but  as well  httpffimcheka,0.0,1.0
rt  love the picture rt  not only im advertising  but  as well  httpplixicomp97120314 aw,0.0,1.0
love the picture rt  not only im advertising  but  as well  httpffimcheka,0.0,1.0
love the picture rt  not only im advertising  but  as well  httpplixicomp97120314 aw,0.0,1.0
not only im advertising  but  as well  httpplixicomp97120314,0.0,1.0
rt  loved seeing the 80 year flag on the  sign from the 294 on my drive home from work proud to be an allstater in,0.0,1.0
is hosting a free socialmedia panel in chicago w    on 518 rsvp httpbitlygjw9bt,0.0,1.0
rt  got to see who wins     may 12 awards gala tix httpbitlykgbopb,0.0,1.0
now randy from  corporate called  were in an electronic system and he cant reach us but hes going to try  still hopeful,0.0,1.0
got to see who wins     may 12 awards gala tix httpbitlykgbopb,0.0,1.0
love twitter  love  good hands  ellen from corporate called  looks like our house will be able to close,0.0,1.0
its days like today that im glad to have  and accident forgiveness 1st fender bender but my rates wont go up noworries,0.0,1.0
gota love the  commercials,0.0,1.0
just keep me in good hands rt   saw your tweet thanks for the shout out cf,0.0,1.0
thank you erica has already been in touch,0.0,1.0
im not sure if i should be baffled happy or angry but fema assessed my damaged home before  likeagoodneighborwhosoutoftown,1.0,0.0
rt  im not sure if i should be baffled happy or angry but fema assessed my damaged home before  likeagoodneighborwhosoutoftown,1.0,0.0
chicago marketers come to our free socialmedia panel w    on 518 httpbitlygjw9bt please rt,0.0,1.0
rt  chicago marketers come to our free socialmedia panel w    on 518 httpbitlygjw9bt please rt,0.0,1.0
just got my birthday card from my  agent its always so interesting,0.0,1.0
premium insurance ads are so quotallservicequot inspiring that i wonder if  is a front for an escort service wheres my credit card,0.0,1.0
pretty much in love with  they always deliver  no hassle just taking care of business with great reps,0.0,1.0
just talked with keith at my local  agency he figured out how to save me 250year on my car insurance what a champ allstateftw,0.0,1.0
you took good care of me tornado damage from good friday was parked at  wind threw the roof at my car howrude,0.0,1.0
take notes  rt  its time for prom share with your teen 5 tips for safe driving on prom night  httpalstjvfgwr,0.0,1.0
quotit only took a minute to level this townquot ad you stay classy   take a hint from  email apology from last week,0.0,1.0
honestly train your call center a bit more in english comprehension not to be insensitive but huge problem for abnormal issues,1.0,0.0
to follow up  is on the ball what good is a complaint if you cant follow it wpraise when they do good thanks,0.0,1.0
rt  to follow up  is on the ball what good is a complaint if you cant follow it wpraise httpffimcipd7,0.0,1.0
rt  to follow up  is on the ball what good is a complaint if you cant follow it wpraise when they do good thanks,0.0,1.0
rt  called jobus 330 apptmnt and moved it to 3 jobu going to try fastest sales pitch ever or quit and see if pedro give jobu job,0.0,1.0
called jobus 330 apptmnt and moved it to 3 jobu going to try fastest sales pitch ever or quit and see if pedro give jobu job,0.0,1.0
sorry  but   you need to change style of internet options bcuz still like  open the source and ill change it by myself,1.0,0.0
mate bill gates doesnt look after  anymorethe big chief is now steve balmer  xbox,0.0,1.0
httpwwwthepetitionsitecom1protectredsquirrels n64 petition microsoft rare   conker xbox please sign this and pass,0.0,1.0
rt  i shoot panoramas with my  dslr with  photosynth app this experience will reach the masses httpyoutube6bbuppovxqo,0.0,1.0
happy easter everyone,0.0,1.0
wonder why they signed a deal with  then cc,0.0,1.0
wonder what  have planned for the next xbox love to see a six core cpu duel core gpu and they can have those ideas,0.0,1.0
to responsibly disclose vulnerabilities  itproportal  httptinyurlcom3vkq7pq,0.0,1.0
just sat through a session on the new office 2010 amp the new software by microsoft i love it wow one note will save me natcobe,0.0,1.0
dear  how about releasing windows311 free and opensource justbecause cc  httpbitlyfhq1lz,0.0,1.0
dear  how about releasing windows311 free and opensource justbecause cc,0.0,1.0
i cant even pay for the functionality i get for free droid or ios please catch up mozart user,1.0,0.0
somehow i can see  pouncing on the opportunity to show how reliable xboxlive is compared to  playstationnetwork,0.0,1.0
2nd cool  commercial featuring jerry seinfeld and   httpyoutubecomwatchvnnoohfst9lc,0.0,1.0
cool  commercial featuring jerry seinfeld and   httpyoutubecomwatchvimyk29qlsa,0.0,1.0
well i guess im an official windows phone and xbox 360 developer now  hopefully  will put my 99 to good use,0.0,1.0
products are like peanuts by themselves they are near pointless but in the crusher it can make good peanut butter,0.0,0.0
yeah but who uses internet explorer,0.0,1.0
rt  tune in to  for  innovation weekend amp see msft product demos including windowsphone httpbitlymicrosofthsn,0.0,1.0
ie8 doesnt support rounded corners and shadow so i have to do it in ps and save as png meaning 150kb vs 33kb fuck you,1.0,0.0
great job on the photosynth app much better quality than the onenote app glad to see your stepping up your idevice game,0.0,1.0
so classic windows defender just got triggered by  silverlight  httpyfrogcomgy9wnsgj ohtheirony,0.0,1.0
if you include a quotshare via urlquot feature in ios photosynth and drop the silverlight requirement it will be usable,0.0,1.0
hey  let me explain to you how a fucking popup blocker works if i dismiss the quotblockedquot message do not show me the popup,1.0,0.0
tune in to  for  innovation weekend amp see msft product demos including windowsphone httpbitlymicrosofthsn,0.0,1.0
not crazy about ie9 whyd you move tabs whats with the annoying bottom box for every blocked popup yellow bar was better,0.0,0.0
rock   is giving away free certification exams at httpwwwdreamsparkcom time to work on that mcitp certification,0.0,1.0
watch hsn for  innovation weekend amp see msft product demos i work w ppl going onair cant wait httpbitlymicrosofthsn,0.0,1.0
filmed a commercial at our home for photosynth our house at minute 125 glad to see the new iphone release httpbitlygmsfsa,0.0,1.0
my favourite app at moment is  photosynth for capturing panonamic images on iphone its just brilliant amp free,0.0,1.0
xbox360 controller for windows is a godsend wait does that make  a gaming god,0.0,1.0
svg vs canvas great guide by   at httpgooglgbwt0,0.0,1.0
i love how msn contacts are randomly blocked sure know how to fuck with peoples patience,1.0,0.0
fringefriday may ve been renewed thanx 2 productplacement amp sponsorship by   evo4g 4g fordsync galaxytab,0.0,1.0
i wish  popfly was still around great mashup creator before it was axed,0.0,1.0
man who gave us the compact disc dies httpgooglfb0zrnu,0.0,1.0
1st game was star trek on the service bureau  u know now its called cloud computing azure,0.0,1.0
rt  if you havent entered the  big box of awesome sweepstakes what are you waiting forhttponfbmesbboa,0.0,1.0
rt  win a big box of awesome from  prize includes   laptop  360 amp a 46quot tv httponfbmesbboa,0.0,1.0
get rolling with the release of the mango already i am ready to clean it httpwwwmobiletechworldcomtagmicrosoftmango,0.0,1.0
its a quotknown issuequot by  that outlook emails dont send when you hit sendno urgency to fixcant believe they get away with this,1.0,0.0
rt  rt  constant is in nyc for the  predraft party got questions for the players ask here httponfbmehutbek,0.0,0.0
rt  constant is in nyc for the  predraft party got questions for the players ask here httponfbmehutbek,0.0,0.0
constant is in nyc for the  predraft party got questions for the players click the link to ask  httponfbmehutbek,0.0,0.0
this in no way surprises me and i went with  rt  diet coke sidebar i was a serial pasteeater i turned out ok,0.0,0.0
low level of  alert out to find more  httptcow2hxyol,0.0,0.0
i can burp thru my nose,0.0,0.0
drinking  and listening to  what about you guys,0.0,0.0
sipping  while listening to  nowplaying goodmood,0.0,0.0
thanks 4 da shout out bro,0.0,0.0
yesterday was bubblegum flavoring in my  today it was green apple flavoring i need a  closer to me in,0.0,0.0
lots of     being mixed w the captain tonight at  slumberparty  httptwitpiccom4o9r6e,0.0,0.0
my soda with lunch today was  with bubblegum flavoring thank you  for letting me try weird stuff,0.0,0.0
follow me pleasse,0.0,0.0
ff,0.0,0.0
rt   needs to see this rt my new fridge priorities people  httptcofbtghxs,0.0,0.0
needs to see this rt my new fridge priorities people  httptcofbtghxs,0.0,0.0
haha i wish i could use an,0.0,1.0
sitting in the back of a van tilting it to one side with my obesity drinking  and wishing for warmer weather to sweat my fat off,0.0,0.0
dont know how id make it through the day without a  or four,0.0,0.0
check out our   12 draft night premiere video w    more httpyoutubellxoixoebxg,0.0,0.0
im in dire need of some   right now my house is coke free d,0.0,1.0
rt  check out our   12 draft night premiere video w    more httpyoutubellxoixoebxg,0.0,0.0
clinks her  bottle hey im at work,0.0,0.0
lol you drank more water than i did at disneyland if that helps i cheated and drank  only refilled water once,0.0,0.0
listening to  with my  headphones while sipping  nowplaying goodmood,0.0,0.0
it could come in lime flavor too,0.0,0.0
i am still on my first   might be ready for another soon  wakemyassup royalwedding,0.0,0.0
dude  is where its at,0.0,0.0
ff fabulousfriday,0.0,0.0
some of our friends to follow         ff,0.0,0.0
drinking  and designing websites,0.0,0.0
check out our   12 draft night premiere video w    more httpyoutubejzkqoooragm,0.0,0.0
rt  check out our   12 draft night premiere video w    more httpyoutubejzkqoooragm,0.0,0.0
httpwwwyoutubecomwatchvc51fwnuwyms,0.0,0.0
special birthday ff,0.0,0.0
quotauthors sign ebooks electronically  httpnytimsg7qaig    but when you figure it out will i need to buy a new kindle,0.0,0.0
catching up on my  reading  water for elephants before it opens in theaters  justsaying,0.0,0.0
kindle software updated but i dont see the page numbers yet,0.0,0.0
spent my  gift card on new paul simon album and game change for,0.0,0.0
my 1st book for the circus tent full of ghost series will be available 42011 on the,0.0,0.0
episode 9  featuring           httpwwwthebittvepisode9,0.0,0.0
dr tolbert edd httpwwwcfabamericacomschool,0.0,0.0
do you have an amazon twitter page for service delivery,0.0,0.0
you should license it to amazon so that the kindle app would stop downloading its dictionary cc,0.0,0.0
a regular guy goes to mars listen to npr talk httpnprhpstof watch video read more  here httpbitlyetxgk7 space,0.0,0.0
why the amazon kindle tablet will be powered by android  yahoo news httpyhooitduf10r  android tech tablet,0.0,0.0
book geek daily is out httpbitlyhwnisr  top stories today via,0.0,0.0
im going to download warandpeace on my  evo for  as a sleep aid no more need for booze and pills before bed,0.0,0.0
and  need to integrate so i can send my noteshighlights to my goodreads account from the device books technology,0.0,0.0
where can i buy kindle from a store other than amazon,0.0,0.0
i have my copy on   already,0.0,0.0
question can i get college textbooks on my kindle,0.0,0.0
network with amazon kindle  this followfriday httpbitlyaaff23 ff,0.0,0.0
can all books use the read text feature,0.0,0.0
you can do that on the,0.0,0.0
i discovered my 4 pd textbook was available from  last night returned the rental today wasnt sure i still be able,0.0,0.0
goldbox gold box rt  get 80 off today only rt  deal of the day 29900  kindle dx 97quot display f,0.0,0.0
rt     why did you get this over an ipad 2,0.0,0.0
great customer service   broke called them spoke w human being in 30sec amp immediately got shipped a new one,0.0,1.0
why did you get this over an ipad 2,0.0,0.0
watched a bit of quotfreakonomicsquot on  read a sample on  i must buy the book that one is next after quotvintage jesusquot,0.0,0.0
which did you download,0.0,0.0
ff tweeps,0.0,0.0
rt  network with amazon kindle  this followfriday httpbitlyaaff23 ff,0.0,0.0
would if i could,0.0,0.0
check out  httpschmp0slbdp  rt  did i really run outta index cards  now i gotta goto walgreens at least i c,0.0,0.0
im  3247 us highway 9 freehold  httpwerwtfcxu 50pts,0.0,0.0
twitter mentions for  httpschmp0deygd  rt  spent 24 at walgreens saved 28 couponsftw,0.0,0.0
walgreens gets another mention httpschmp0uqxu  rt  at  amazed how cheap walling sticks canes are,0.0,0.0
ha another mention for  httpschmp0cefae  rt  i gotta go pickup my picture at walgreens,0.0,0.0
httpwerwtfbym 50pts,0.0,0.0
ltltlt giant bottles of ko quot diet quot chemistry containing aspartame on your shelves  wag,0.0,0.0
ltltlt giant bottles of aspartame on your shelves  wag,0.0,0.0
ltltlt giant bottles of aspartame on your shelves  wag do you sell over the counter diet supplements,0.0,0.0
ltltlt giant bottles of aspartame on your shelves  wag do you sell diabetic treatments and devices,0.0,0.0
ltltlt i have fotos of giant bottles of aspartame on your shelves ltltlt what is it gonna be gtgtgt  wag,0.0,0.0
latest buzz for  httpschmp0deygc  rt  going on a candy run  but the walgreens on north amp artesian makes me,0.0,0.0
buy 1 get 1 50 off cover girl cosmetics   httpdldbzyqfz,0.0,0.0
httpwerwtfaxi 5pts,0.0,0.0
httpwerwtf9fs 5pts,0.0,0.0
im  1 pondroad plza freehold  httpwerwtf9qi 50pts,0.0,0.0
website isnt working when i try to go to the photo department link worstsundayever,0.0,0.0
the childrens hospital  clinic in aurora sold out of my busy breathers llc oxygen backpack already httpfbmepfo4irdx,0.0,0.0
httpwerwtf8n4 50pts,0.0,0.0
httpwerwtf7hc 50pts,0.0,0.0
walgreens is buzzing again httpschmp0spxbq  rt  the line  is dire cant be helped  i need sudafed stomach bo,0.0,0.0
latest buzz and reviews for  httpschmp0slbdn  rt  omgggg something happened at walgreens  hella cop c,0.0,0.0
httpwerwtf6hs 50pts,0.0,0.0
everyone and their moms look like they buying allergy meds today,0.0,0.0
thanks i think ill try it,0.0,0.0
arizona tea on sale  21 starting tomorrow,0.0,0.0
httpwerwtf4ww 50pts,0.0,0.0
httpwerwtf46i 50pts,0.0,0.0
please god give me this new job so i can quit  and give my manager the finger,0.0,0.0
httpwerwtf3fw 50pts,0.0,0.0
purchased more   httpwerwtf3se 50pts,0.0,0.0
latest buzz for  httpschmp0slbdj  rt  im not an adulti just rode around in a shopping cart at a walgree,0.0,0.0
yes they do,0.0,0.0
really  one pharmacist working today,0.0,0.0
after visiting with prospective students at the stlcop open house ill be visiting the  on lindell to see medicationdisposal,0.0,0.0
httpwerwtf1d2 50pts,0.0,0.0
is buzzing httpschmp0czon  rt    goodnight world,0.0,0.0
httpwerwtf0u0 5pts,0.0,0.0
goodnight world,0.0,0.0
ive spent more time  in the last week than i have at work,0.0,0.0
ahhhaa i take it you got those little fellas,0.0,0.0
moooooooooo  hah i just mooed at walgreens httpwerwtf0d6 50pts,0.0,0.0
what is up with your pet policy varying at different stores,0.0,0.0
rocks got bottles of arm and hammer detergent for 5 httpwerwtezzu 50pts,0.0,0.0
video of the day  httpbitlyfqgsq1 lets act now,0.0,0.0
the digital influence daily is out httpbitlygfzwl4  top stories today via,0.0,0.0
bcuz the  rep said its not physical job the broadcaster never received payout for car accident hit from behind on hghwy,0.0,0.0
why work in conjunction with  when a rep has stated that broadcasting is not a physical job this is tjm livelihood,0.0,0.0
rt  ff followfriday  panel on 512 with      cont httpdecklyigkru,0.0,0.0
rt  ff followfriday  panel on 512 with      cont httpdecklybauyx,0.0,0.0
dear  thanks again for screwing me over amp overdrawing my old bank acct by 160 preciate it,0.0,0.0
twitter friends please consider following   we will be posting mostly from there now  kh,0.0,0.0
ismycallimportant amputee stillonhold pickuppickuppickup holdladyislyingtome,0.0,0.0
6 yrs wfla dfs  agentampagent licensing  workshops on applying maintaining and appointing florida insurance agents,0.0,0.0
usher with akon  arena  may 20 httptcoy4p4nsp via,0.0,0.0
probably not,0.0,0.0
the motorcycle test drive one,0.0,0.0
the christmas tree one where he rolls off the car,0.0,0.0
anybody know a good auto accident lawyer  is trying to jerk me around,0.0,0.0
hey   please dont raise my rates i swear im a good person,0.0,0.0
lt3 dennis haysbert rt  small stuff brings big comfortlike allstates teddy bear we give out in tough times httpalstjntgu4,0.0,0.0
ff followfriday  panel on 512 with       httpbitlykyppj9,0.0,0.0
the census is in is your brand ready  panel on 512 with    httpbitlykyppj9,0.0,0.0
sweetie allstate agent got many calls from  managers in home office after they read the story   oops  not his best day  lol,0.0,0.0
told randy from  that i said at a chicago conference i wrote my 1st book in an allstate both in a sears store the trib quoted me,0.0,0.0
the sdl lsp partners daily is out httpbitlyfrhspz  top stories today via,0.0,0.0
from the  i intvw  ceo thomas wilson questions on floods tornadoes rates their q1 earnings quadrupled before al,0.0,0.0
looking forward to  panel on 512 with      httpbitlykyppj9,0.0,0.0
rt  study says men dont always follow directions plenty of wives couldve told you that gps httpalstjrafix cf,0.0,0.0
thomas wilson  ceo says the time has come for the federal govt to step in and fix how in the insurance httpsoclioi5lydn,0.0,0.0
correction  bathe worste commercials im sorry,0.0,0.0
is looking at my car this morning,0.0,0.0
carriers taking social media beyond branded pages a look at aetnas social game and  use of linkedin httpowly4n9kr,0.0,0.0
hey  stop calling me my auto quote was 150 more a month than what i currently pay,0.0,0.0
who wins in a fight  the most interesting man in the world the  guy or  mayhem adfights notouchingofthehairorface,0.0,0.0
you gota visit this loa club site  httptconzerrrv,0.0,0.0
in light of new idot policy on dooring could you share our site wwwcheckdontwreckcom with il drivers and minimize the mayhem,0.0,0.0
could i interview you 4 blog item im working on about insurance companies and social media do u have a philosophy 4 twitter,0.0,0.0
rt  carriers taking social media beyond branded pages a look at aetnas social game and  use of linkedin httpowly4n9kr,0.0,0.0
selling some insurance today for,0.0,0.0
rt  weekend reading  and  make it official  says come on over and  maps the future httpbitlyh2lood,0.0,0.0
maybe it was an easter metaphor  i can see your halo halo halo,0.0,0.0
sort out your sites now all of them are redirecting to a login page which doesnt work,0.0,0.0
to key tech earnings in week  etf trends  httptinyurlcom3sdg7rc,0.0,0.0
1   2   3   4   5   6   7   8   9   10,0.0,0.0
the photosynth app by  on iphone is bloody brilliant,0.0,0.0
iup its official windows8 will be released in 1year at mostthe folks  are in the quotvision2betaquot developing phase,0.0,0.0
chart do apple   know your every step   australia  httptinyurlcom3pgxmog,0.0,0.0
cloud computing discussed at  innovation day  malta independent online  httptinyurlcom3vkzxw2,0.0,0.0
in this world of fuckups is  with a legit disc of win7 my evga board with an nvidia 590 cont httptlgda1u9bk,0.0,0.0
says it has sold 350m  7 licenses    httptinyurlcom4428ecu,0.0,0.0
